"Step","DDPG_short_test_track_pixel - loss_actor","DDPG_short_test_track_pixel - loss_actor__MIN","DDPG_short_test_track_pixel - loss_actor__MAX"
"515","3.9322050171","3.9322050171","3.9322050171"
"516","4.3580527052","4.3580527052","4.3580527052"
"517","4.0226608859","4.0226608859","4.0226608859"
"518","4.5202848443","4.5202848443","4.5202848443"
"519","4.397285841","4.397285841","4.397285841"
"520","3.8890753709","3.8890753709","3.8890753709"
"521","4.2654549459","4.2654549459","4.2654549459"
"522","4.5454763904","4.5454763904","4.5454763904"
"523","4.3239928862","4.3239928862","4.3239928862"
"524","4.6792598121","4.6792598121","4.6792598121"
"525","4.4503333741","4.4503333741","4.4503333741"
"526","4.6026408495","4.6026408495","4.6026408495"
"527","4.3098292558","4.3098292558","4.3098292558"
"528","4.6369001347","4.6369001347","4.6369001347"
"529","4.7197155939","4.7197155939","4.7197155939"
"530","4.8519612637","4.8519612637","4.8519612637"
"531","4.8335419954","4.8335419954","4.8335419954"
"532","4.7519342858","4.7519342858","4.7519342858"
"533","5.316862026","5.316862026","5.316862026"
"534","5.207185743","5.207185743","5.207185743"
"535","4.930022202","4.930022202","4.930022202"
"536","5.1185504963","5.1185504963","5.1185504963"
"537","5.1283828191","5.1283828191","5.1283828191"
"538","4.7566478625","4.7566478625","4.7566478625"
"539","5.3831938723","5.3831938723","5.3831938723"
"540","5.1792682511","5.1792682511","5.1792682511"
"541","5.1946471152","5.1946471152","5.1946471152"
"542","5.5490275554","5.5490275554","5.5490275554"
"543","5.1228313684","5.1228313684","5.1228313684"
"544","5.0603056224","5.0603056224","5.0603056224"
"545","5.4308542866","5.4308542866","5.4308542866"
"546","4.9949201462","4.9949201462","4.9949201462"
"547","5.5540420336","5.5540420336","5.5540420336"
"548","5.8793183322","5.8793183322","5.8793183322"
"549","5.7832549401","5.7832549401","5.7832549401"
"550","5.3932573062","5.3932573062","5.3932573062"
"551","5.6866181746","5.6866181746","5.6866181746"
"552","5.501493515","5.501493515","5.501493515"
"553","5.6771392831","5.6771392831","5.6771392831"
"554","6.2957738391","6.2957738391","6.2957738391"
"555","5.5710046519","5.5710046519","5.5710046519"
"556","5.7950380027","5.7950380027","5.7950380027"
"557","6.024240014","6.024240014","6.024240014"
"558","6.0763749117","6.0763749117","6.0763749117"
"559","6.1981971893","6.1981971893","6.1981971893"
"560","5.9539984314","5.9539984314","5.9539984314"
"561","6.1382766374","6.1382766374","6.1382766374"
"562","6.4096642166","6.4096642166","6.4096642166"
"563","6.2305050772","6.2305050772","6.2305050772"
"564","6.4109822112","6.4109822112","6.4109822112"
"565","6.5373359466","6.5373359466","6.5373359466"
"566","6.0865044212","6.0865044212","6.0865044212"
"567","7.2871800774","7.2871800774","7.2871800774"
"568","6.3982325403","6.3982325403","6.3982325403"
"569","6.7476764247","6.7476764247","6.7476764247"
"570","6.2985502221","6.2985502221","6.2985502221"
"571","6.6220927885","6.6220927885","6.6220927885"
"572","7.0003905243","7.0003905243","7.0003905243"
"573","7.0333611463","7.0333611463","7.0333611463"
"574","7.1116245411","7.1116245411","7.1116245411"
"575","7.8792667991","7.8792667991","7.8792667991"
"576","7.1774560016","7.1774560016","7.1774560016"
"577","7.0662012571","7.0662012571","7.0662012571"
"578","6.1543332091","6.1543332091","6.1543332091"
"579","6.9063249239","6.9063249239","6.9063249239"
"580","6.7874199519","6.7874199519","6.7874199519"
"581","6.7587337118","6.7587337118","6.7587337118"
"582","7.2658183728","7.2658183728","7.2658183728"
"583","6.9165486529","6.9165486529","6.9165486529"
"584","7.217217485","7.217217485","7.217217485"
"585","7.2500083734","7.2500083734","7.2500083734"
"586","6.9650380293","6.9650380293","6.9650380293"
"587","6.7758963943","6.7758963943","6.7758963943"
"588","7.4370036124","7.4370036124","7.4370036124"
"589","6.8116815288","6.8116815288","6.8116815288"
"590","8.0251933925","8.0251933925","8.0251933925"
"591","6.6770236865","6.6770236865","6.6770236865"
"592","7.730465309","7.730465309","7.730465309"
"593","7.6600977632","7.6600977632","7.6600977632"
"594","6.6933988293","6.6933988293","6.6933988293"
"595","6.4906408393","6.4906408393","6.4906408393"
"596","6.7078417805","6.7078417805","6.7078417805"
"597","6.5830511671","6.5830511671","6.5830511671"
"598","6.3515812634","6.3515812634","6.3515812634"
"599","6.9547117461","6.9547117461","6.9547117461"
"600","7.1535238595","7.1535238595","7.1535238595"
"601","7.6919903579","7.6919903579","7.6919903579"
"602","8.2461029035","8.2461029035","8.2461029035"
"603","7.3480291504","7.3480291504","7.3480291504"
"604","7.4106190895","7.4106190895","7.4106190895"
"605","7.1365758063","7.1365758063","7.1365758063"
"606","8.1351685688","8.1351685688","8.1351685688"
"607","6.8103819409","6.8103819409","6.8103819409"
"608","7.8477370565","7.8477370565","7.8477370565"
"609","7.5401320449","7.5401320449","7.5401320449"
"610","8.0455555725","8.0455555725","8.0455555725"
"611","7.0037201393","7.0037201393","7.0037201393"
"612","7.1822602805","7.1822602805","7.1822602805"
"613","7.7867257565","7.7867257565","7.7867257565"
"614","8.006337149","8.006337149","8.006337149"
"615","7.588451212","7.588451212","7.588451212"
"616","7.6752964345","7.6752964345","7.6752964345"
"617","8.5209398842","8.5209398842","8.5209398842"
"618","7.8906534253","7.8906534253","7.8906534253"
"619","6.6764535689","6.6764535689","6.6764535689"
"620","7.8931533712","7.8931533712","7.8931533712"
"621","7.4498515469","7.4498515469","7.4498515469"
"622","8.5876714756","8.5876714756","8.5876714756"
"623","7.3050760254","7.3050760254","7.3050760254"
"624","8.2712808758","8.2712808758","8.2712808758"
"625","8.2256271094","8.2256271094","8.2256271094"
"626","7.9501254997","7.9501254997","7.9501254997"
"627","8.0001674414","8.0001674414","8.0001674414"
"628","7.400397315","7.400397315","7.400397315"
"629","6.2352316198","6.2352316198","6.2352316198"
"630","7.283045314","7.283045314","7.283045314"
"631","8.4322031936","8.4322031936","8.4322031936"
"632","7.379798314","7.379798314","7.379798314"
"633","7.6698362243","7.6698362243","7.6698362243"
"634","7.7910016555","7.7910016555","7.7910016555"
"635","7.4603148225","7.4603148225","7.4603148225"
"636","7.9005223492","7.9005223492","7.9005223492"
"637","7.4153414187","7.4153414187","7.4153414187"
"638","6.728283174","6.728283174","6.728283174"
"639","7.6339047736","7.6339047736","7.6339047736"
"640","6.4184755552","6.4184755552","6.4184755552"
"641","7.6482142723","7.6482142723","7.6482142723"
"642","8.5956412965","8.5956412965","8.5956412965"
"643","7.4401892394","7.4401892394","7.4401892394"
"644","8.4921544528","8.4921544528","8.4921544528"
"645","8.6594989917","8.6594989917","8.6594989917"
"646","8.8689174646","8.8689174646","8.8689174646"
"647","8.0420044202","8.0420044202","8.0420044202"
"648","7.6531038669","7.6531038669","7.6531038669"
"649","6.8465257061","6.8465257061","6.8465257061"
"650","7.8560627005","7.8560627005","7.8560627005"
"651","7.8176576883","7.8176576883","7.8176576883"
"652","8.1390442741","8.1390442741","8.1390442741"
"653","7.388629995","7.388629995","7.388629995"
"654","6.2319170696","6.2319170696","6.2319170696"
"655","7.4291786188","7.4291786188","7.4291786188"
"656","5.8085674816","5.8085674816","5.8085674816"
"657","6.376835568","6.376835568","6.376835568"
"658","5.6189070717","5.6189070717","5.6189070717"
"659","5.3734909138","5.3734909138","5.3734909138"
"660","6.351668013","6.351668013","6.351668013"
"661","5.5383363479","5.5383363479","5.5383363479"
"662","5.8895233023","5.8895233023","5.8895233023"
"663","6.0599281608","6.0599281608","6.0599281608"
"664","4.2586425635","4.2586425635","4.2586425635"
"665","4.6836208764","4.6836208764","4.6836208764"
"666","6.0217240596","6.0217240596","6.0217240596"
"667","5.025346514","5.025346514","5.025346514"
"668","5.1904053283","5.1904053283","5.1904053283"
"669","3.8132613017","3.8132613017","3.8132613017"
"670","5.4514974645","5.4514974645","5.4514974645"
"671","4.1872667491","4.1872667491","4.1872667491"
"672","5.1621194047","5.1621194047","5.1621194047"
"673","3.4558339798","3.4558339798","3.4558339798"
"674","3.4004166502","3.4004166502","3.4004166502"
"675","1.0741628903","1.0741628903","1.0741628903"
"676","1.800564723","1.800564723","1.800564723"
"677","2.3087057406","2.3087057406","2.3087057406"
"678","2.0761739492","2.0761739492","2.0761739492"
"679","1.7545812201","1.7545812201","1.7545812201"
"680","0.9090735078","0.9090735078","0.9090735078"
"681","-0.1030877417","-0.1030877417","-0.1030877417"
"682","0.1925209427","0.1925209427","0.1925209427"
"683","2.1154963976","2.1154963976","2.1154963976"
"684","1.884753511","1.884753511","1.884753511"
"685","1.8041592211","1.8041592211","1.8041592211"
"686","-0.7101635659","-0.7101635659","-0.7101635659"
"687","-1.0610447788","-1.0610447788","-1.0610447788"
"688","0.8333788276","0.8333788276","0.8333788276"
"689","-0.7183307719","-0.7183307719","-0.7183307719"
"690","-0.9077740592","-0.9077740592","-0.9077740592"
"691","-2.9126183134","-2.9126183134","-2.9126183134"
"692","-1.2186513591","-1.2186513591","-1.2186513591"
"693","-4.6754667354","-4.6754667354","-4.6754667354"
"694","-2.2475800049","-2.2475800049","-2.2475800049"
"695","-2.8070117354","-2.8070117354","-2.8070117354"
"696","-4.5300382078","-4.5300382078","-4.5300382078"
"697","-3.82463938","-3.82463938","-3.82463938"
"698","-6.6036459625","-6.6036459625","-6.6036459625"
"699","-3.9303922677","-3.9303922677","-3.9303922677"
"700","-6.5523737228","-6.5523737228","-6.5523737228"
"701","-5.3152929497","-5.3152929497","-5.3152929497"
"702","-5.9246904671","-5.9246904671","-5.9246904671"
"703","-5.9072877342","-5.9072877342","-5.9072877342"
"704","-3.4061659342","-3.4061659342","-3.4061659342"
"705","-4.1415533036","-4.1415533036","-4.1415533036"
"706","-4.2428209859","-4.2428209859","-4.2428209859"
"707","-8.1458795643","-8.1458795643","-8.1458795643"
"708","-7.4031183434","-7.4031183434","-7.4031183434"
"709","-6.9361869931","-6.9361869931","-6.9361869931"
"710","-1.7092235899","-1.7092235899","-1.7092235899"
"711","-5.9509138298","-5.9509138298","-5.9509138298"
"712","-3.8910766131","-3.8910766131","-3.8910766131"
"713","-5.136815905","-5.136815905","-5.136815905"
"714","-4.4294059491","-4.4294059491","-4.4294059491"
"715","-4.0271292067","-4.0271292067","-4.0271292067"
"716","-4.1779243419","-4.1779243419","-4.1779243419"
"717","-7.583300947","-7.583300947","-7.583300947"
"718","-3.8763911986","-3.8763911986","-3.8763911986"
"719","-5.5922935712","-5.5922935712","-5.5922935712"
"720","-6.0657969654","-6.0657969654","-6.0657969654"
"721","-3.4355593646","-3.4355593646","-3.4355593646"
"722","-5.062253952","-5.062253952","-5.062253952"
"723","-5.4177974325","-5.4177974325","-5.4177974325"
"724","-3.8801800007","-3.8801800007","-3.8801800007"
"725","-2.252060855","-2.252060855","-2.252060855"
"726","-3.7044437338","-3.7044437338","-3.7044437338"
"727","-3.7516444886","-3.7516444886","-3.7516444886"
"728","-2.3197213179","-2.3197213179","-2.3197213179"
"729","-3.7200003624","-3.7200003624","-3.7200003624"
"730","-0.5704768628","-0.5704768628","-0.5704768628"
"731","-4.0602880329","-4.0602880329","-4.0602880329"
"732","-2.120309428","-2.120309428","-2.120309428"
"733","-3.3631474811","-3.3631474811","-3.3631474811"
"734","-1.0952137244","-1.0952137244","-1.0952137244"
"735","-2.5293358189","-2.5293358189","-2.5293358189"
"736","-1.93201729","-1.93201729","-1.93201729"
"737","-3.4029254568","-3.4029254568","-3.4029254568"
"738","-2.0476787764","-2.0476787764","-2.0476787764"
"739","-2.8279274404","-2.8279274404","-2.8279274404"
"740","-4.082179442","-4.082179442","-4.082179442"
"741","-0.8527729881","-0.8527729881","-0.8527729881"
"742","-5.2965587854","-5.2965587854","-5.2965587854"
"743","-3.6272708637","-3.6272708637","-3.6272708637"
"744","-2.5835578024","-2.5835578024","-2.5835578024"
"745","-3.1599720097","-3.1599720097","-3.1599720097"
"746","-2.524252128","-2.524252128","-2.524252128"
"747","-1.4339703643","-1.4339703643","-1.4339703643"
"748","-1.1270829806","-1.1270829806","-1.1270829806"
"749","-7.6362414777","-7.6362414777","-7.6362414777"
"750","-1.2631009352","-1.2631009352","-1.2631009352"
"751","-2.0837614807","-2.0837614807","-2.0837614807"
"752","-1.0681916559","-1.0681916559","-1.0681916559"
"753","-2.8874301004","-2.8874301004","-2.8874301004"
"754","-1.2907357979","-1.2907357979","-1.2907357979"
"755","-0.2793485755","-0.2793485755","-0.2793485755"
"756","-1.7157775411","-1.7157775411","-1.7157775411"
"757","-2.3315544659","-2.3315544659","-2.3315544659"
"758","-4.08368622","-4.08368622","-4.08368622"
"759","-0.1922417641","-0.1922417641","-0.1922417641"
"760","-2.6147560465","-2.6147560465","-2.6147560465"
"761","-4.9282213317","-4.9282213317","-4.9282213317"
"762","-3.4590341204","-3.4590341204","-3.4590341204"
"763","-5.1095267445","-5.1095267445","-5.1095267445"
"764","0.3400013882","0.3400013882","0.3400013882"
"765","-4.3845190877","-4.3845190877","-4.3845190877"
"766","-4.8282403278","-4.8282403278","-4.8282403278"
"767","-3.3983532894","-3.3983532894","-3.3983532894"
"768","-2.7004249853","-2.7004249853","-2.7004249853"
"769","-1.6680223376","-1.6680223376","-1.6680223376"
"770","-5.2777618897","-5.2777618897","-5.2777618897"
"771","-5.2182806242","-5.2182806242","-5.2182806242"
"772","-6.0859843329","-6.0859843329","-6.0859843329"
"773","-7.9682768655","-7.9682768655","-7.9682768655"
"774","-5.7705877677","-5.7705877677","-5.7705877677"
"775","-1.5712252825","-1.5712252825","-1.5712252825"
"776","-3.9209624064","-3.9209624064","-3.9209624064"
"777","-5.6119280005","-5.6119280005","-5.6119280005"
"778","-2.5652692068","-2.5652692068","-2.5652692068"
"779","-5.3091480672","-5.3091480672","-5.3091480672"
"780","-0.1501858535","-0.1501858535","-0.1501858535"
"781","0.1151576257","0.1151576257","0.1151576257"
"782","-6.410731166","-6.410731166","-6.410731166"
"783","-1.4669936955","-1.4669936955","-1.4669936955"
"784","-0.4501589155","-0.4501589155","-0.4501589155"
"785","-0.3032298249","-0.3032298249","-0.3032298249"
"786","-1.7874203441","-1.7874203441","-1.7874203441"
"787","-5.7115563643","-5.7115563643","-5.7115563643"
"788","-2.036540091","-2.036540091","-2.036540091"
"789","1.6424964488","1.6424964488","1.6424964488"
"790","1.0983935618","1.0983935618","1.0983935618"
"791","2.3383578146","2.3383578146","2.3383578146"
"792","-0.8908850276","-0.8908850276","-0.8908850276"
"793","1.8814884961","1.8814884961","1.8814884961"
"794","2.6839622027","2.6839622027","2.6839622027"
"795","-1.4884459877","-1.4884459877","-1.4884459877"
"796","3.7973258269","3.7973258269","3.7973258269"
"797","1.6857208627","1.6857208627","1.6857208627"
"798","-0.1130338067","-0.1130338067","-0.1130338067"
"799","0.7105849284","0.7105849284","0.7105849284"
"800","2.5249841487","2.5249841487","2.5249841487"
"801","0.4586896631","0.4586896631","0.4586896631"
"802","3.082041347","3.082041347","3.082041347"
"803","5.4923810172","5.4923810172","5.4923810172"
"804","3.8935100341","3.8935100341","3.8935100341"
"805","2.8389153838","2.8389153838","2.8389153838"
"806","-0.0719662294","-0.0719662294","-0.0719662294"
"807","0.936095382","0.936095382","0.936095382"
"808","-1.7179311705","-1.7179311705","-1.7179311705"
"809","-0.8708935761","-0.8708935761","-0.8708935761"
"810","-0.2902521312","-0.2902521312","-0.2902521312"
"811","0.820921123","0.820921123","0.820921123"
"812","-0.2901748884","-0.2901748884","-0.2901748884"
"813","4.1469714034","4.1469714034","4.1469714034"
"814","-1.0289590061","-1.0289590061","-1.0289590061"
"815","2.8166843867","2.8166843867","2.8166843867"
"816","1.7840489113","1.7840489113","1.7840489113"
"817","-0.9918858647","-0.9918858647","-0.9918858647"
"818","-1.3783016932","-1.3783016932","-1.3783016932"
"819","2.4517516375","2.4517516375","2.4517516375"
"820","-0.7507118404","-0.7507118404","-0.7507118404"
"821","0.467692523","0.467692523","0.467692523"
"822","3.8191018713","3.8191018713","3.8191018713"
"823","-1.1035168982","-1.1035168982","-1.1035168982"
"824","-1.7596778083","-1.7596778083","-1.7596778083"
"825","-2.9397534868","-2.9397534868","-2.9397534868"
"826","-2.8011790931","-2.8011790931","-2.8011790931"
"827","-4.1505896112","-4.1505896112","-4.1505896112"
"828","-2.6592364609","-2.6592364609","-2.6592364609"
"829","0.3740583503","0.3740583503","0.3740583503"
"830","-3.0973641765","-3.0973641765","-3.0973641765"
"831","1.7219323719","1.7219323719","1.7219323719"
"832","-0.6970535901","-0.6970535901","-0.6970535901"
"833","-7.3627592397","-7.3627592397","-7.3627592397"
"834","-5.5620387524","-5.5620387524","-5.5620387524"
"835","1.6847648799","1.6847648799","1.6847648799"
"836","-2.5370599151","-2.5370599151","-2.5370599151"
"837","-2.4598517597","-2.4598517597","-2.4598517597"
"838","-6.217900908","-6.217900908","-6.217900908"
"839","-2.5153854823","-2.5153854823","-2.5153854823"
"840","0.9961961889","0.9961961889","0.9961961889"
"841","-2.7458789015","-2.7458789015","-2.7458789015"
"842","-2.4902702355","-2.4902702355","-2.4902702355"
"843","2.5848039806","2.5848039806","2.5848039806"
"844","0.3849692512","0.3849692512","0.3849692512"
"845","2.6225342488","2.6225342488","2.6225342488"
"846","8.3058177447","8.3058177447","8.3058177447"
"847","0.1421592999","0.1421592999","0.1421592999"
"848","7.0659501922","7.0659501922","7.0659501922"
"849","6.4440429318","6.4440429318","6.4440429318"
"850","0.873415699","0.873415699","0.873415699"
"851","12.2091380298","12.2091380298","12.2091380298"
"852","6.7858027542","6.7858027542","6.7858027542"
"853","9.5515426469","9.5515426469","9.5515426469"
"854","7.8909487486","7.8909487486","7.8909487486"
"855","10.0402523553","10.0402523553","10.0402523553"
"856","10.4379834735","10.4379834735","10.4379834735"
"857","13.9280306375","13.9280306375","13.9280306375"
"858","3.6533942044","3.6533942044","3.6533942044"
"859","13.3595714301","13.3595714301","13.3595714301"
"860","7.6513397121","7.6513397121","7.6513397121"
"861","8.3047507739","8.3047507739","8.3047507739"
"862","13.607865169","13.607865169","13.607865169"
"863","5.1527496231","5.1527496231","5.1527496231"
"864","5.7655064207","5.7655064207","5.7655064207"
"865","13.0418385839","13.0418385839","13.0418385839"
"866","6.2707798612","6.2707798612","6.2707798612"
"867","4.1666542196","4.1666542196","4.1666542196"
"868","12.4964625502","12.4964625502","12.4964625502"
"869","10.9864304155","10.9864304155","10.9864304155"
"870","14.276391151","14.276391151","14.276391151"
"871","8.5021848726","8.5021848726","8.5021848726"
"872","9.2300683391","9.2300683391","9.2300683391"
"873","11.3387520683","11.3387520683","11.3387520683"
"874","4.3139213455","4.3139213455","4.3139213455"
"875","10.5712949836","10.5712949836","10.5712949836"
"876","5.8915709126","5.8915709126","5.8915709126"
"877","15.4492234933","15.4492234933","15.4492234933"
"878","15.2417854697","15.2417854697","15.2417854697"
"879","1.9326678073","1.9326678073","1.9326678073"
"880","11.3807363147","11.3807363147","11.3807363147"
"881","8.1871843505","8.1871843505","8.1871843505"
"882","12.536912384","12.536912384","12.536912384"
"883","5.7905208528","5.7905208528","5.7905208528"
"884","18.0056307757","18.0056307757","18.0056307757"
"885","15.1289881349","15.1289881349","15.1289881349"
"886","12.8249283856","12.8249283856","12.8249283856"
"887","14.6451399601","14.6451399601","14.6451399601"
"888","19.6269602203","19.6269602203","19.6269602203"
"889","15.5157888603","15.5157888603","15.5157888603"
"890","15.2536984682","15.2536984682","15.2536984682"
"891","12.8924679828","12.8924679828","12.8924679828"
"892","22.1304174018","22.1304174018","22.1304174018"
"893","22.0543434572","22.0543434572","22.0543434572"
"894","16.9212122416","16.9212122416","16.9212122416"
"895","14.256409322","14.256409322","14.256409322"
"896","25.8072039962","25.8072039962","25.8072039962"
"897","16.6218718851","16.6218718851","16.6218718851"
"898","21.2377082038","21.2377082038","21.2377082038"
"899","28.2608049083","28.2608049083","28.2608049083"
"900","17.361074934","17.361074934","17.361074934"
"901","20.423573947","20.423573947","20.423573947"
"902","29.0726374006","29.0726374006","29.0726374006"
"903","25.7448581648","25.7448581648","25.7448581648"
"904","27.8954980838","27.8954980838","27.8954980838"
"905","24.6333972847","24.6333972847","24.6333972847"
"906","19.1076020908","19.1076020908","19.1076020908"
"907","30.952933321","30.952933321","30.952933321"
"908","30.7561670756","30.7561670756","30.7561670756"
"909","31.7390471399","31.7390471399","31.7390471399"
"910","33.6822010016","33.6822010016","33.6822010016"
"911","28.5281522131","28.5281522131","28.5281522131"
"912","31.1725905681","31.1725905681","31.1725905681"
"913","34.8630717301","34.8630717301","34.8630717301"
"914","24.1833372045","24.1833372045","24.1833372045"
"915","31.3403497505","31.3403497505","31.3403497505"
"916","27.0982817197","27.0982817197","27.0982817197"
"917","19.578301543","19.578301543","19.578301543"
"918","34.5752688545","34.5752688545","34.5752688545"
"919","32.4894458103","32.4894458103","32.4894458103"
"920","35.3786301947","35.3786301947","35.3786301947"
"921","30.1913470864","30.1913470864","30.1913470864"
"922","32.0707570863","32.0707570863","32.0707570863"
"923","35.0795832896","35.0795832896","35.0795832896"
"924","37.1884893441","37.1884893441","37.1884893441"
"925","30.082463088","30.082463088","30.082463088"
"926","36.4980258441","36.4980258441","36.4980258441"
"927","35.3031407094","35.3031407094","35.3031407094"
"928","32.0357200074","32.0357200074","32.0357200074"
"929","40.3504265714","40.3504265714","40.3504265714"
"930","44.9227772808","44.9227772808","44.9227772808"
"931","41.8743303847","41.8743303847","41.8743303847"
"932","28.0842291689","28.0842291689","28.0842291689"
"933","35.9639396989","35.9639396989","35.9639396989"
"934","26.9416217959","26.9416217959","26.9416217959"
"935","39.0861679649","39.0861679649","39.0861679649"
"936","34.6694919062","34.6694919062","34.6694919062"
"937","35.100453639","35.100453639","35.100453639"
"938","35.1888350713","35.1888350713","35.1888350713"
"939","36.5875189006","36.5875189006","36.5875189006"
"940","37.4512038207","37.4512038207","37.4512038207"
"941","35.6721968722","35.6721968722","35.6721968722"
"942","37.1327710658","37.1327710658","37.1327710658"
"943","35.0806182992","35.0806182992","35.0806182992"
"944","40.5998033273","40.5998033273","40.5998033273"
"945","33.4090356731","33.4090356731","33.4090356731"
"946","36.7789910841","36.7789910841","36.7789910841"
"947","42.8168818879","42.8168818879","42.8168818879"
"948","36.8692285502","36.8692285502","36.8692285502"
"949","37.8566188872","37.8566188872","37.8566188872"
"950","39.5444855976","39.5444855976","39.5444855976"
"951","40.0553276849","40.0553276849","40.0553276849"
"952","35.5554744911","35.5554744911","35.5554744911"
"953","37.6610796666","37.6610796666","37.6610796666"
"954","42.7074114752","42.7074114752","42.7074114752"
"955","36.543563354","36.543563354","36.543563354"
"956","41.5951366651","41.5951366651","41.5951366651"
"957","33.896641078","33.896641078","33.896641078"
"958","40.6723761916","40.6723761916","40.6723761916"
"959","38.9073178411","38.9073178411","38.9073178411"
"960","35.2102750945","35.2102750945","35.2102750945"
"961","48.1378323698","48.1378323698","48.1378323698"
"962","40.5443988204","40.5443988204","40.5443988204"
"963","40.9456724584","40.9456724584","40.9456724584"
"964","49.8991775537","49.8991775537","49.8991775537"
"965","35.0133092797","35.0133092797","35.0133092797"
"966","43.5274416852","43.5274416852","43.5274416852"
"967","38.1445920396","38.1445920396","38.1445920396"
"968","45.5017685461","45.5017685461","45.5017685461"
"969","56.0365636826","56.0365636826","56.0365636826"
"970","45.5256787848","45.5256787848","45.5256787848"
"971","38.8570000458","38.8570000458","38.8570000458"
"972","40.5614673471","40.5614673471","40.5614673471"
"973","45.6049278414","45.6049278414","45.6049278414"
"974","41.1775084305","41.1775084305","41.1775084305"
"975","40.3679375076","40.3679375076","40.3679375076"
"976","44.2894938135","44.2894938135","44.2894938135"
"977","36.3235507631","36.3235507631","36.3235507631"
"978","35.5822582889","35.5822582889","35.5822582889"
"979","38.7007232189","38.7007232189","38.7007232189"
"980","38.6718641162","38.6718641162","38.6718641162"
"981","30.3208931422","30.3208931422","30.3208931422"
"982","41.1921204519","41.1921204519","41.1921204519"
"983","45.9559538078","45.9559538078","45.9559538078"
"984","39.2209836054","39.2209836054","39.2209836054"
"985","49.2698338985","49.2698338985","49.2698338985"
"986","47.3302839541","47.3302839541","47.3302839541"
"987","41.4137768269","41.4137768269","41.4137768269"
"988","43.8727425933","43.8727425933","43.8727425933"
"989","47.7169168615","47.7169168615","47.7169168615"
"990","47.4995758295","47.4995758295","47.4995758295"
"991","46.7540896434","46.7540896434","46.7540896434"
"992","44.9122399068","44.9122399068","44.9122399068"
"993","33.1478121996","33.1478121996","33.1478121996"
"994","44.6412215686","44.6412215686","44.6412215686"
"995","44.968191241","44.968191241","44.968191241"
"996","38.8297503805","38.8297503805","38.8297503805"
"997","30.1270395613","30.1270395613","30.1270395613"
"998","47.8423986077","47.8423986077","47.8423986077"
"999","42.886265192","42.886265192","42.886265192"
