"Step","DDPG_short_test_track_LIDAR - loss_actor","DDPG_short_test_track_LIDAR - loss_actor__MIN","DDPG_short_test_track_LIDAR - loss_actor__MAX"
"986","-11.5876416159","-11.5876416159","-11.5876416159"
"987","-11.6418190098","-11.6418190098","-11.6418190098"
"988","-11.6618872786","-11.6618872786","-11.6618872786"
"989","-11.6362021303","-11.6362021303","-11.6362021303"
"990","-11.6857550573","-11.6857550573","-11.6857550573"
"991","-11.6822373533","-11.6822373533","-11.6822373533"
"992","-11.6957751369","-11.6957751369","-11.6957751369"
"993","-11.7149369526","-11.7149369526","-11.7149369526"
"994","-11.7528487062","-11.7528487062","-11.7528487062"
"995","-11.810497508","-11.810497508","-11.810497508"
"996","-11.8255325699","-11.8255325699","-11.8255325699"
"997","-11.8028221464","-11.8028221464","-11.8028221464"
"998","-11.821415596","-11.821415596","-11.821415596"
"999","-11.8772246122","-11.8772246122","-11.8772246122"
