,idle_time,round_time,return_train,episode_length_train,_runtime,return_test,training_step_duration,loss_critic,memory_len,loss_actor,sampling_duration,_timestamp,episode_length_test,_step
38,0.0,8.6807217598,0.0,81,982.4768404960632,0,0.0249687457,0.570957056,11922,7.547718401,0.0183346152,1716591876.6878946,0,86
39,0.0,8.3171694279,0.0,81,982.4778399467468,0,0.0237237155,0.5522019692,12004,7.5285757685,0.0177598774,1716591876.688894,0,87
40,0.0,8.2489783764,0.0,81,982.4788398742676,0,0.0235907853,0.622648337,12250,7.4219686437,0.0175840735,1716591876.689894,0,89
41,0.0,8.4154698849,0.0,81,982.4803466796875,0,0.024334408,0.56796715,12578,7.2197693205,0.0176628399,1716591876.6914008,0,92
42,0.0,8.444719553,0.0,81,982.4803466796875,0,0.0241858411,0.5547378851,12660,7.1797441959,0.017934866,1716591876.6914008,0,93
43,0.0,8.7196578979,0.0,81,982.4803466796875,0,0.0250156021,0.5302405153,12824,7.0808867502,0.0184899628,1716591876.6914008,0,94
44,0.0,8.463408947,0.0,81,982.4813549518585,0,0.0243908346,0.5272950235,12906,6.9966706586,0.0178460824,1716591876.692409,0,95
45,0.0,8.2805738449,0.0099999998,81,982.4813549518585,0,0.0235652411,0.4965524331,12988,6.9780438805,0.0177374148,1716591876.692409,0,96
46,0.0,10.3460178375,0.0,81,982.482353925705,0,0.025352757,0.5013268201,13316,6.808465457,0.0262745833,1716591876.693408,0,99
47,0.0,8.4407911301,0.0,81,1848.2392315864563,0,0.0240257835,0.4904244975,13562,6.6726042771,0.0180680203,1716592742.4502857,0,101
48,0.0,8.2213056087,0.0,81,1848.2392315864563,0,0.0236857677,0.4640495892,13808,6.5624642372,0.0173232245,1716592742.4502857,0,103
49,0.0010027885,9.2058777809,0.0,81,1848.2402312755585,0,0.0257800019,0.4296140393,14054,6.4137416983,0.0201362753,1716592742.4512854,0,105
